country_code,year,debt_to_gdp,current_account_pct_gdp,reserves_months_imports,gdp_growth,inflation,currency_depreciation_pct,political_stability,government_effectiveness,rule_of_law,regulatory_quality,control_of_corruption,bank_npl_pct_loans,exports_pct_gdp,external_debt_pct_gni,external_debt_service_pct_exports,fdi_net_inflows_pct_gdp,fiscal_balance_pct_gdp,food_imports_pct_merch_imports,fuel_exports_pct_merch_exports,imports_pct_gdp,interest_payments_pct_revenue,private_credit_pct_gdp,remittances_pct_gdp,unemployment_rate,sovereign_default,imf_program_entry
TUN,2011,23.29956977820513,-7.03556585573611,3.30881115159635,-2.04663389535644,3.24002842009531,-1.6498998649343264,35.76417155165969,34.94209919222873,39.56985565146793,41.678094875471096,39.10989163356685,,46.0546537716688,49.7498678288209,11.6106901397124,0.899077534980039,-3.66229157810212,11.3213837770121,14.5522463732087,54.0517255325681,5.58252768747977,57.9347986271264,4.16533721221503,18.334,0,0
TUR,2011,15.903762722260556,-8.81351105932507,4.01504832644044,10.9799625273598,6.471879671151,11.45197985352378,43.51902332197384,29.73080955896135,29.9419426539394,24.048797933970288,39.26001838035587,2.57632211204451,23.4903574412774,38.6013112607881,31.3834630221049,1.91686136260632,-0.726181221783564,4.4231678627251,4.75328243521876,30.1612264563406,9.22930640813633,48.7422084050823,0.223053389308349,9.789,0,0
YEM,2011,,-1.61143995618416,4.14595671922282,-12.7148969035133,19.5435617131144,-2.636732091625298,86.7308639240104,73.15154820734482,67.19524034028727,55.86019461627538,80.90805700477868,,30.3404241701511,21.1560386850362,2.63495345635786,-1.58233916831705,,31.524145414549,90.737252598481,32.7190337847532,,5.0687258112031,4.28986760853835,13.311,0,0
AFG,2012,,-25.8706814974751,8.67720885361815,12.7522870926697,6.44121280934117,8.929752861965138,90.20737688033532,83.20198689026884,85.39292797862777,73.39565043452345,99.51581473983144,4.95890140377645,,12.9281604362278,0.598756026259218,0.285440893554571,-0.640739779224387,4.27602344633308,,,0.0171919008924942,4.47210362973721,1.10218743514509,7.875,0,0
ARE,2012,,,,4.68325642918792,0.662268900269009,0.0,8.712833946817819,4.276452928367507,15.62719080600836,8.11340911074432,2.3669068982798405,7.12965175228016,95.6008433485867,,,2.43554180804761,-0.182046254556401,5.89138072219693,47.2314196497577,61.036813624374,,,,2.323,0,0
BGD,2012,,1.93195276968292,3.85125480802239,6.52145877906443,6.21750422069284,10.397854059117844,64.70217415470619,62.37048252518734,57.65764511925365,64.8356526706536,81.1859355180456,6.72327958982541,20.1615888640625,20.1641903015642,6.03570025042511,1.18850391920183,-0.1373990191993,14.4704238243695,1.82373354611352,27.9493338849842,16.744483390165,43.0006693750914,10.5915144036117,4.07,0,0
BHR,2012,0.0,8.06539982681225,2.27248354641055,3.80302899043062,2.75739669962979,0.0,54.0172214953484,28.66242553061881,31.275273553471056,9.42887985143788,35.27929032936826,,98.265636232926,,,4.83265436536461,-1.87486565711785,10.7856321262738,64.1472033708371,80.5583845887584,4.95967102389092,66.5172271480683,,1.2,0,0
BTN,2012,100.0,-19.1060720878636,8.55745154197408,5.16482012683895,10.919656944683,14.49903365011692,9.38553235985263,23.26258912366289,21.20186131699892,60.51253397296441,12.203650438135783,5.45153266771975,35.7881097866179,79.1608314145797,18.7010212132352,1.2354733641673,-1.58387099377112,13.7089181899016,32.9166462100962,58.2569173603391,5.75087901162003,42.2500390351052,0.919471362422047,2.05,0,0
DJI,2012,,-10.9311673573902,4.01859282386055,,3.73120950756887,0.0,25.608348649190397,61.48385280192107,53.831915279891874,55.84989783353743,60.74138136154491,11.5343664524884,,58.090597298747,8.37894445755218,8.1261509172004,,,,,,28.9308988431593,2.45750699383544,26.179,0,0
DZA,2012,,5.3237110694236,34.3073971199894,2.40000000034432,8.89145091062317,6.304108541674699,60.19521775616084,58.2314239801253,52.434814740399325,68.2314800181465,57.385247718997526,11.7263814541695,34.3827920015035,2.4523641196966,1.08156709978146,0.660551953898791,,19.8492922361838,98.4004104735679,26.374847332557,,12.9086438651722,0.0945838361596958,10.97,0,0
EGY,2012,,-2.49788021735236,2.48779534146603,2.22619979818487,7.11172943343083,2.07709862912854,67.66976093758691,54.45130135220588,43.73710275205468,50.32474412057418,59.6587793418995,,16.3969666208873,14.6941589979995,6.64052009640903,1.00234071774049,-10.0051949602914,22.4231286293974,30.1290625343441,24.3148026512211,26.7728204319723,27.388449729504,6.89188511375172,12.597,0,0
ERI,2012,,,,,,0.0,50.98848792822322,78.04864552834559,73.96866264576344,93.33176775201169,72.32624011374874,,,,,,,,,,,16.1597177482946,,5.692,0,0
ETH,2012,,-7.10674868080212,1.94022284437674,8.64781163513926,23.600417677317,4.7667013282295,68.26312600015349,51.15081688797309,50.22598788273611,62.927200126531616,62.97989948440919,,13.7672981990263,24.2166657612452,7.1428932989006,0.643172898229037,0.679089858634853,10.9430232166,0.0047715317493212,31.630605984481,2.88934851971598,,1.44158455346166,2.252,0,0
