reporter_code,flow,year,hs2_code,value_usd
IRQ,X,2024,44,95366.0
IRQ,X,2024,47,3425000.0
IRQ,X,2024,40,237500.0
IRQ,X,2024,49,477492.0
IRQ,X,2024,51,650000.0
IRQ,X,2024,53,75000.0
IRQ,X,2024,56,6120.0
IRQ,X,2024,57,880275.0
IRQ,X,2024,30,241.0
IRQ,X,2024,70,165000.0
IRQ,X,2024,72,1500000.0
IRQ,X,2024,73,1808301.0
IRQ,X,2024,74,730960.0
IRQ,X,2024,82,120000.0
IRQ,X,2024,83,358910.0
IRQ,X,2024,84,29645000.0
IRQ,X,2024,85,5797500.0
IRQ,X,2024,94,1152000.0
IRQ,X,2024,96,100000.0
ISR,M,2025,03,835461000.0
ISR,M,2025,05,7370000.0
ISR,M,2025,06,45967000.0
ISR,M,2025,12,424169000.0
ISR,M,2025,14,5103000.0
ISR,M,2025,25,730564000.0
ISR,M,2025,26,19214000.0
ISR,M,2025,28,581821000.0
ISR,M,2025,29,1333673000.0
ISR,M,2025,32,465029000.0
ISR,M,2025,34,515717000.0
ISR,M,2025,37,289460000.0
ISR,M,2025,40,647155000.0
ISR,M,2025,43,618000.0
ISR,M,2025,45,8212000.0
ISR,M,2025,46,18367000.0
ISR,M,2025,49,89179000.0
ISR,M,2025,52,41060000.0
ISR,M,2025,54,111030000.0
ISR,M,2025,57,75188000.0
ISR,M,2025,63,346603000.0
ISR,M,2025,65,81530000.0
ISR,M,2025,68,475474000.0
ISR,M,2025,69,631339000.0
ISR,M,2025,71,3505642000.0
ISR,M,2025,75,66975000.0
ISR,M,2025,78,5096000.0
ISR,M,2025,81,103843000.0
ISR,M,2025,84,11493654000.0
ISR,M,2025,87,8362220000.0
ISR,M,2025,89,203886000.0
ISR,M,2025,90,4031344000.0
ISR,M,2025,92,32286000.0
ISR,M,2025,93,28377000.0
ISR,M,2025,22,657968000.0
ISR,M,2025,39,3211222000.0
ISR,M,2025,42,277559000.0
ISR,M,2025,59,69892000.0
ISR,M,2025,62,1259493000.0
ISR,M,2025,83,385852000.0
ISR,M,2025,86,652020000.0
ISR,M,2025,01,532401000.0
ISR,M,2025,21,638855000.0
ISR,M,2025,24,340548000.0
ISR,M,2025,44,771778000.0
ISR,M,2025,47,99855000.0
ISR,M,2025,64,796909000.0
ISR,M,2025,67,64245000.0
ISR,M,2025,85,12804018000.0
ISR,M,2025,88,762955000.0
ISR,M,2025,91,156533000.0
ISR,M,2025,15,508196000.0
ISR,M,2025,35,194793000.0
ISR,M,2025,38,1019287000.0
ISR,M,2025,41,9166000.0
ISR,M,2025,55,151204000.0
ISR,M,2025,58,22532000.0
ISR,M,2025,79,16284000.0
ISR,M,2025,82,296653000.0
ISR,M,2025,30,4060390000.0
ISR,M,2025,36,6108000.0
ISR,M,2025,50,791000.0
ISR,M,2025,56,123439000.0
ISR,M,2025,70,464358000.0
ISR,M,2025,73,1850479000.0
ISR,M,2025,97,62980000.0
ISR,M,2025,99,2695873000.0
ISR,M,2025,08,522521000.0
ISR,M,2025,09,331031000.0
ISR,M,2025,11,128421000.0
ISR,M,2025,17,391134000.0
ISR,M,2025,20,562362000.0
ISR,M,2025,23,652658000.0
ISR,M,2025,31,136907000.0
ISR,M,2025,48,857585000.0
ISR,M,2025,51,6008000.0
ISR,M,2025,60,58382000.0
ISR,M,2025,66,11745000.0
ISR,M,2025,72,2565901000.0
ISR,M,2025,74,406712000.0
ISR,M,2025,95,563936000.0
ISR,M,2025,96,334449000.0
ISR,M,2025,02,1281471000.0
ISR,M,2025,16,193271000.0
ISR,M,2025,19,614772000.0
ISR,M,2025,80,3439000.0
ISR,M,2025,04,303994000.0
ISR,M,2025,07,368018000.0
ISR,M,2025,27,7907366000.0
ISR,M,2025,18,507104000.0
ISR,M,2025,61,1508128000.0
ISR,M,2025,10,1048187000.0
ISR,M,2025,13,34332000.0
ISR,M,2025,33,1116281000.0
ISR,M,2025,53,8639000.0
ISR,M,2025,76,1050799000.0
ISR,M,2025,94,1416372000.0
